"","X.1","X","PA","cover","suitability8","suitability9","bathy_m","slope","bpi_broad","bpi_fine","sub_type","rei","temp1m_median","temp1m_qrange","ws1m_q90","coords.lat","coords.lon","biomass"
"185",523,523,0,0,89,367,-2.813938141,4.508822918,19,10,0,0.012013443,11.08600044,0.967999995,0.107000001,44.4285569,-64.13007822,23.549243
"186",525,525,0,0,609,396,-0.556851327,3.53583622,16,12,2,0.040478449,10.82299995,0.800000012,0.037999999,44.41182185,-64.25416264,23.549243
"187",527,527,0,0,574,440,0.600749612,1.251664042,17,12,2,0.044459891,11.48900032,1.023000002,0.064000003,44.41122555,-64.25107273,23.549243
"188",536,536,0,0,380,479,-0.721182883,0.493998587,11,5,1,0.001393646,15.93599987,1.286999941,0.054000001,44.40062509,-64.29743544,23.549243
"189",537,537,0,0,256,389,-0.054137409,1.221991539,11,2,1,0.000848887,18.60199928,3.003999949,0.086999997,44.3994131,-64.32070249,23.549243
"190",540,540,0,0,322,554,0.436118603,0.510254979,15,2,3,0.000882509,14.44200039,3.127000093,0.086999997,44.39970542,-64.26708901,23.549243
"191",544,544,0,0,36,93,-4.153067589,3.117757082,14,5,0,0.206291586,12.23099995,0.90200001,0.145999998,44.399417,-64.20643084,23.549243
"192",545,545,0,0,343,369,-1.824211121,4.400085926,12,3,1,0.001470025,14.85700035,1.480999947,0.083999999,44.39829832,-64.28024358,23.549243
"193",555,555,0,0,332,336,-1.068038464,2.759481907,11,4,1,0.001175811,15.83600044,1.194000006,0.101000004,44.39091426,-64.29238698,23.549243
"194",556,556,0,0,385,409,-0.806218386,3.917162895,13,3,3,0.001448755,14.0170002,2.319000006,0.441000015,44.39114607,-64.27173818,23.549243
"195",560,560,0,0,369,484,-0.21946156,0.154909506,10,0,1,0.000834808,20.41399956,2.190999985,0.037,44.38314855,-64.31023086,23.549243
"196",561,561,0,0,340,351,-0.967846751,3.396424532,11,0,1,0.001219749,16.7329998,2.012000084,0.072999999,44.38340833,-64.28738855,23.549243
"197",563,563,0,0,321,364,-0.46014908,1.300760746,10,0,1,0.000819891,19.99799919,2.141000032,0.046,44.38224376,-64.30669566,23.549243
"198",566,566,0,0,85,336,-1.326499581,2.497881889,16,3,2,0.111280799,12.59599972,1.756000042,0.037,44.37638255,-64.20947241,23.549243
"199",567,567,0,0,60,219,-4.56124258,0.515444279,13,0,3,0.137306929,11.82900047,1.222000003,0.067000002,44.37641043,-64.20683697,23.549243
"200",570,570,0,0,74,289,-0.844494522,0.97146368,17,6,3,0.151546374,12.29399967,1.383000016,0.126000002,44.37454805,-64.20416279,23.549243
"201",571,571,0,0,118,460,0.027802741,1.402339935,18,5,3,0.029616555,12.16100025,1.468000054,0.046,44.37389017,-64.2067852,23.549243
"202",572,572,0,0,466,597,-1.273598671,1.74833405,15,0,1,0.006803234,12.93900013,2.030999899,0.059999999,44.37344922,-64.21863759,23.549243
"203",576,576,0,0,66,287,-3.475723028,6.469112396,14,2,3,0.09223327,11.75800037,1.187999964,0.068000004,44.3713931,-64.20453743,23.549243
"204",577,577,0,0,129,492,-0.270251542,2.380839586,18,5,3,0.055982266,12.03800011,1.361999989,0.078000002,44.36857632,-64.20272259,23.549243
"205",582,582,0,0,82,409,-2.443490267,1.266751051,19,8,0,0.054715022,10.86600018,1.373999953,0.150999993,44.36437224,-64.18287055,23.549243
"206",583,583,0,0,48,174,-3.488398075,1.013925672,15,0,2,0.153378353,11.86200047,1.582000017,0.092,44.36352654,-64.20349773,23.549243
"207",584,584,0,0,60,222,-3.828578711,3.415319681,15,-1,2,0.117905311,12.08600044,1.601999998,0.086000003,44.36163171,-64.20389816,23.549243
"208",585,585,0,0,82,405,-3.057356119,1.892468214,15,-1,3,0.012999415,12.57800007,1.667999983,0.086999997,44.35942185,-64.20429211,23.549243
"209",586,586,0,0,179,656,-0.561364472,0.360933691,18,1,2,0.05194227,12.81700039,1.89199996,0.119000003,44.35690621,-64.20380139,23.549243
"210",587,587,0,0,69,391,-0.299552053,0.831317067,19,2,3,0.189265385,12.60000038,1.916000009,0.162,44.35598423,-64.2015866,23.549243
"211",588,588,0,0,71,385,-0.743061841,0.661363006,18,2,3,0.179415077,12.37899971,1.876000047,0.134000003,44.35377437,-64.2019806,23.549243
"212",589,589,0,0,118,358,-0.696489215,2.767301798,10,10,0,0.04267893,10.41699982,1.07099998,0.063000001,44.33147388,-64.28230075,23.549243
"213",593,593,0,0,106,393,-1.702098966,2.822525978,20,7,0,0.042190708,10.78600025,1.18599999,0.046999998,44.29246948,-64.2476711,23.549243
"214",594,594,0,0,80,329,-1.832033873,2.79480958,23,5,0,0.092560604,10.65600014,1.386999965,0.059999999,44.27136231,-64.2472244,23.549243
"215",596,596,0,0,506,430,-2.45227623,2.547243834,11,3,3,0.005904207,11.63000011,1.493000031,0.082999997,44.2547547,-64.34990364,23.549243
"216",597,597,0,0,234,253,-5.093735218,0.355546445,8,0,1,0.004806346,12.53499985,1.031999946,0.098999999,44.25220342,-64.35247572,23.549243
"217",598,598,0,0,102,385,-1.283835053,3.455479383,16,6,0,0.059167866,10.65699959,1.643000007,0.144999996,44.24962561,-64.33049719,23.549243
"218",601,601,0,0,661,553,-1.499797344,0.149799928,12,0,1,0.003306717,15.04599953,1.720000029,0.100000001,44.23800704,-64.38020178,23.549243
"219",602,602,0,0,45,127,-3.178816795,4.16351366,22,9,0,0.159812912,9.585000038,1.393000007,0.119000003,44.23826969,-64.27632976,23.549243
"220",603,603,0,0,570,302,-1.449917436,1.812583208,10,1,1,0.109865747,12.54199982,1.625,0.029999999,44.23359651,-64.40595657,23.549243
"221",604,604,0,0,247,211,-4.358677864,0.680938542,9,0,1,0.106526382,12.46199989,1.67900002,0.039999999,44.23116783,-64.39844846,23.549243
"222",605,605,0,0,394,314,-5.133450031,0.116353393,13,0,1,0.068248861,10.68700027,1.786999941,0.147,44.2285768,-64.35193448,23.549243
"223",613,613,0,0,657,544,-1.638461947,0.123999074,19,0,1,0.002998233,14.7489996,2.736000061,0.083999999,44.20979755,-64.3677142,23.549243
"224",614,614,0,0,62,193,-4.634174347,5.145845413,15,3,1,0.078680918,10.33600044,1.508999944,0.050000001,44.20823581,-64.39264869,23.549243
"225",615,615,0,0,121,464,-0.274013519,3.159590244,20,6,3,0.030623248,10.88899994,1.741999984,0.050000001,44.20287516,-64.39296042,23.549243
"226",616,616,0,0,64,349,-2.849796772,0.952680945,19,4,3,0.11214716,10.82499981,1.57099998,0.061999999,44.19018879,-64.39966869,23.549243
"227",617,617,0,0,58,196,-1.894237995,1.490681648,21,5,3,0.153700694,10.40799999,1.649999976,0.074000001,44.18450773,-64.40041004,23.549243
"228",624,624,0,0,573,527,-0.059774637,1.13812387,6,1,0,0.014265144,19.35499954,2.996000051,0.077,44.15553662,-64.59143292,23.549243
"229",632,632,0,0,465,493,-1.079778433,0.219695225,15,0,1,0.002262967,17.35899925,3.611000061,0.056000002,44.15290867,-64.53008842,23.549243
"230",641,641,0,0,361,496,-1.404920101,0.211678237,4,0,1,0.002671517,17.92399979,2.150000095,0.109999999,44.14783004,-64.60172898,23.549243
"231",644,644,0,0,380,444,-0.491729051,0.872286916,5,0,1,0.001345879,18.51300049,2.128999949,0.044,44.14623053,-64.6034362,23.549243
"232",645,645,0,0,547,616,-0.392125219,1.711633086,17,0,1,0.002909728,16.80699921,3.803999901,0.077,44.14697631,-64.52599649,23.549243
"233",647,647,0,0,442,513,-0.972740591,0.328809321,6,0,1,0.002819688,17.20499992,1.771999955,0.082999997,44.14536525,-64.59772378,23.549243
"234",651,651,0,0,313,414,-1.671494842,0.76343292,16,0,2,0.000748237,16.32799911,3.607000113,0.188999996,44.14288711,-64.52545353,23.549243
"235",656,656,0,0,530,469,-0.658269882,0.553287029,9,0,0,0.00208965,17.75300026,3.686000109,0.182999998,44.12994285,-64.59643286,23.549243
"236",658,658,0,0,179,94,-5.907782555,1.050748944,13,10,3,0.17691718,10.24499989,0.643000007,0.075999998,43.92473861,-64.79192557,23.549243
"237",659,659,0,0,268,179,-4.415467262,0.654941142,15,8,3,0.140336856,10.66899967,0.825999975,0.101000004,43.919151,-64.78652641,23.549243
"238",660,660,0,0,199,164,-9.536013603,10.31667709,8,4,3,0.103293113,9.836000443,0.535000026,0.059999999,43.91854146,-64.80525383,23.549243
"239",661,661,0,0,74,289,-2.600239992,2.540680885,11,7,3,0.066563025,10.39299965,0.693000019,0.039999999,43.91631922,-64.82611121,23.549243
"240",663,663,0,0,576,277,-1.156167388,1.623359203,17,10,3,0.123028919,10.4829998,0.744000018,0.054000001,43.91450187,-64.80164434,23.549243
"241",665,665,0,0,112,426,-0.063478023,1.433845878,20,6,0,0.072834857,12.47399998,1.746999979,0.096000001,43.90542802,-64.77739882,23.549243
"242",667,667,0,0,126,51,-8.927987099,5.055151939,12,8,3,0.32907784,10.04899979,1.136999965,0.045000002,43.90419665,-64.75513428,23.549243
"243",668,668,0,0,70,289,-4.292754173,2.392792463,13,5,1,0.004792792,11.01900005,0.824999988,0.027000001,43.89710965,-64.80547757,23.549243
"244",669,669,0,0,176,97,-5.332681179,1.9234761,14,1,1,0.160419717,10.88700008,1.174000025,0.135000005,43.89653404,-64.7819278,23.549243
"245",674,674,0,0,559,584,-0.14391242,0.816351712,4,0,1,0.003434399,22.67099953,3.038000107,0.105999999,43.87275481,-64.90798162,23.549243
"246",681,681,0,0,786,761,0.539223433,0.135947615,8,1,1,0.003977562,21.05800056,3.282999992,0.246000007,43.8679329,-64.89476049,23.549243
"247",684,684,0,0,695,584,-1.68908453,0.063258246,8,0,1,0.030131271,19.80500031,3.868000031,0.147,43.86146283,-64.88584494,23.549243
"248",685,685,0,0,44,74,-2.814438581,1.474773407,15,7,3,0.471701205,11.94799995,1.430999994,0.130999997,43.86242137,-64.7870086,23.549243
"249",686,686,0,0,44,100,-2.839329004,3.330583096,15,2,3,0.289107412,12.61699963,1.86500001,0.077,43.86159325,-64.79961423,23.549243
"250",688,688,0,0,32,55,-5.440760136,2.04258275,12,5,3,0.459088176,11.31599998,1.180999994,0.078000002,43.85820384,-64.7947217,23.549243
"251",692,692,0,0,660,618,-2.107320547,0.203563869,11,0,1,0.055864312,17.11700058,4.284999847,0.155000001,43.84988823,-64.88069019,23.549243
"252",695,695,0,0,50,88,-1.731492996,1.885481596,16,6,3,0.365728915,11.51000023,1.088000059,0.064999998,43.84887059,-64.8070694,23.549243
"253",696,696,0,0,69,176,0.324955285,1.73956275,18,8,0,0.26071471,11.56900024,1.103000045,0.079999998,43.8469532,-64.80875319,23.549243
"254",700,700,0,0,659,578,-0.726617873,0.087721325,7,0,1,0.002867941,19.48800087,4.375,0.182999998,43.84166942,-64.9387733,23.549243
"255",701,701,0,0,312,104,-2.116874218,1.826483369,16,3,1,0.304636627,13.15200043,1.588000059,0.071000002,43.84291746,-64.82474078,23.549243
"256",703,703,0,0,36,60,-4.195631981,2.996720314,14,6,3,0.44698441,11.3210001,1.269000053,0.135000005,43.84093422,-64.81074818,23.549243
"257",704,704,0,0,549,476,-0.081867799,0.957818687,7,1,1,0.002202428,20.04700089,4.195000172,0.268000007,43.83773459,-64.94778829,23.549243
"258",707,707,0,0,308,236,-4.731768131,0.051788393,13,0,1,0.135243148,13.62899971,2.838000059,0.127000004,43.83685972,-64.86809103,23.549243
"259",710,710,0,0,130,55,-11.64400291,4.058030128,7,5,3,0.486189336,10.42199993,0.889999986,0.090999998,43.83202516,-64.81613779,23.549243
"260",711,711,0,0,157,95,-6.424393654,0.272306293,11,-1,1,0.194325045,13.06499958,2.46600008,0.128000006,43.83083981,-64.87007971,23.549243
"261",717,717,0,0,117,69,-7.091434956,1.063377976,11,1,3,0.246368334,12.8380003,1.465999961,0.078000002,43.82068967,-64.87411507,23.549243
"262",720,720,0,0,112,61,-9.150611877,4.111134529,9,0,3,0.245571077,12.22900009,1.383000016,0.071999997,43.81844923,-64.87622104,23.549243
"263",722,722,0,0,55,123,-3.693234444,0.257196724,16,2,3,0.301709443,14.25500011,1.603999972,0.093000002,43.81759386,-64.85138734,23.549243
"264",724,724,0,0,300,266,-4.288445473,1.019981623,12,-1,1,0.053638346,14.70400047,4.823999882,0.333000004,43.81098071,-64.92733607,23.549243
"265",725,725,0,0,34,70,-5.631814957,3.09808445,13,3,3,0.23134166,13.57400036,1.215000033,0.037,43.80978769,-64.88552313,23.549243
"266",729,729,0,0,40,73,-3.280524492,2.412039518,16,6,3,0.33474192,13.93000031,1.261000037,0.052000001,43.80446202,-64.8836151,23.549243
"267",730,730,0,0,283,241,-4.477679253,0.371795326,12,0,1,0.118921742,14.12300014,4.074999809,0.194000006,43.80348042,-64.92361399,23.549243
"268",731,731,0,0,632,575,-0.408205748,0.400574982,17,4,3,0.090469494,15.07499981,3.506000042,0.246999994,43.80061652,-64.9252624,23.549243
"269",732,732,0,0,203,131,-5.373076916,0.133112416,12,0,1,0.168868348,13.61200047,2.84100008,0.194999993,43.80072626,-64.91873964,23.549243
"270",733,733,0,0,292,108,-3.229472876,5.758039951,15,2,3,0.232729733,13.83600044,2.621999979,0.137999997,43.7955992,-64.92379611,23.549243
"271",734,734,0,0,53,81,-1.547114253,1.403465748,19,7,0,0.451526254,14.90999985,1.69599998,0.159999996,43.79623711,-64.88553189,23.549243
"272",735,735,0,0,29,80,-7.161872864,0.513830721,11,0,1,0.228714719,12.71100044,1.945000052,0.128000006,43.79444172,-64.9176684,23.549243
"273",736,736,0,0,29,59,-6.908941746,2.346959352,12,0,3,0.267576158,12.97999954,1.684000015,0.103,43.79291068,-64.91500925,23.549243
"274",737,737,0,0,46,88,-2.240958452,2.161133051,18,3,0,0.362199217,14.28999996,1.35800004,0.044,43.7918615,-64.90236011,23.549243
"275",738,738,0,0,48,105,-2.296841383,2.442680359,17,4,3,0.277120203,14.83199978,1.896999955,0.097000003,43.79137959,-64.91235024,23.549243
"276",739,739,0,0,296,387,-2.03857255,0.392941266,4,0,1,0.002427735,19.27499962,1.386000037,0.039999999,43.73725192,-65.37827992,23.549243
"277",740,740,0,0,67,253,-0.534674823,2.611697674,21,5,0,0.158264622,14.7840004,1.264999986,0.094999999,43.74124249,-64.969866,23.549243
"278",743,743,0,0,79,457,-1.30659318,0.830357254,5,5,3,0.021578195,16.61499977,1.184000015,0.086999997,43.68828191,-65.33856198,23.549243
"279",744,744,0,0,83,251,-1.807987571,2.727899313,14,8,0,0.109334685,13.55900002,1.167000055,0.052000001,43.6873287,-65.17958584,23.549243
"280",745,745,0,0,309,348,-3.738339186,0.888041019,6,1,1,0.035645071,15.57699966,1.363999963,0.119999997,43.6798293,-65.30479971,23.549243
"281",746,746,0,0,486,260,-2.969244003,2.024412155,9,4,1,0.061756421,15.47799969,1.598999977,0.147,43.67398628,-65.29762935,23.549243
"282",747,747,0,0,306,296,-4.49455595,0.355264664,6,0,1,0.027174797,15.92700005,1.184999943,0.055,43.65894882,-65.32440096,23.549243
"283",748,748,0,0,122,378,0.528361559,1.423202872,17,10,3,0.069984175,14.35400009,2.47300005,0.123999998,43.64999203,-65.28412829,23.549243
"284",753,753,0,0,298,339,-3.497906208,0.477702141,13,0,1,0.117326736,15.36499977,1.256000042,0.082000002,43.62776659,-65.3236322,23.549243
"285",755,755,0,0,145,95,-7.405918598,0.062447824,11,0,1,0.201132104,13.87100029,1.047999978,0.085000001,43.61888108,-65.31114438,23.549243
"286",756,756,0,0,131,82,-6.667127132,0.489161789,12,0,1,0.207099587,14.32400036,0.975000024,0.086999997,43.612321,-65.30829071,23.549243
"287",757,757,0,0,59,320,-1.320214272,0.574070394,17,1,3,0.178035021,15.38000011,1.228999972,0.101000004,43.6096089,-65.3177283,23.549243
"288",758,758,0,0,417,399,-0.696636796,1.152501464,2,1,1,0.002470654,19,1.184999943,0.034000002,43.58565382,-65.45380244,23.549243
"289",759,759,0,0,527,524,-1.573426962,0.163809389,3,1,1,0.014489745,19.03300095,1.383000016,0.056000002,43.58179173,-65.42806919,23.549243
"290",761,761,0,0,574,359,-1.675957441,3.566935778,6,4,3,0.027279612,17.09300041,1.149999976,0.090999998,43.56252711,-65.41516087,23.549243
"291",762,762,0,0,374,430,-3.364173412,0.147807419,2,1,1,0.024334939,17.20800018,0.874000013,0.082000002,43.56180797,-65.43419966,23.549243
"292",763,763,0,0,105,436,-0.315758944,2.74034667,4,2,1,0.022607528,17.8010006,0.958999991,0.07,43.5610582,-65.43980297,23.549243
"293",765,765,0,0,214,222,-5.698142529,0.360783786,1,0,1,0.025452554,16.33499908,1.06400001,0.089000002,43.55129592,-65.42467746,23.549243
"294",767,767,0,0,626,420,-2.025344133,1.896555781,16,1,3,0.040504239,16.04999924,1.299999952,0.119999997,43.54608893,-65.37247974,23.549243
"295",769,769,0,0,173,150,-8.441562653,0.246536493,10,-2,1,0.119519986,15.04399967,1.213000059,0.172000006,43.53357456,-65.38325075,23.549243
"296",770,770,0,0,71,381,-2.949615002,0.454625905,14,3,1,0.112202279,14.99300003,1.355000019,0.148000002,43.53122581,-65.39008835,23.549243
"297",772,772,0,0,148,115,-6.822545528,1.290554523,10,-1,1,0.110723414,14.50500011,0.94599998,0.097999997,43.52705093,-65.39382135,23.549243
"298",773,773,0,0,188,164,-5.705138206,0.457006514,12,0,1,0.118527912,14.62699986,0.94599998,0.100000001,43.52519793,-65.39201567,23.549243
"299",778,778,0,0,224,162,-6.165269375,0.115107179,14,0,1,0.138852268,14.29599953,0.787999988,0.094999999,43.51612088,-65.38905873,23.549243
"300",780,780,0,0,55,366,-3.313406944,0.622082293,16,1,1,0.120561011,14.74600029,1.15199995,0.089000002,43.51370829,-65.3989227,23.549243
"301",782,782,0,0,87,329,-0.42219165,2.239858866,11,6,3,0.105540566,16.58399963,1.011000037,0.063000001,43.50803192,-65.44372638,23.549243
"302",783,783,0,0,147,93,-8.624960899,0.232752964,14,1,3,0.199980274,13.86600018,0.702000022,0.068000004,43.50779977,-65.380071,23.549243
"303",784,784,0,0,707,511,-0.823086202,0.647048473,11,5,3,0.072655767,16.94300079,0.757000029,0.063000001,43.50467939,-65.4531158,23.549243
"304",786,786,0,0,181,180,-9.954852104,0.125585213,4,0,1,0.134881109,14.92099953,0.957000017,0.059999999,43.50188243,-65.43655141,23.549243
"305",787,787,0,0,51,246,-3.059297085,0.543597877,19,1,3,0.175268129,14.67700005,1.093999982,0.050000001,43.50207612,-65.39759595,23.549243
"306",788,788,0,0,38,126,-3.905534983,1.374499083,10,2,3,0.172782868,15.92199993,0.833999991,0.068000004,43.49877125,-65.44941325,23.549243
"307",795,795,0,0,115,66,-9.321173668,1.084562659,8,-1,3,0.27128163,15.50199986,1.049999952,0.333000004,43.46801609,-65.4581219,23.549243
"308",797,797,0,0,52,107,-1.201575279,2.510778427,16,7,3,0.2911838,15.99100018,0.296999991,0.49000001,43.46383914,-65.46184641,23.549243
"309",728,728,1,1,331,406,-3.914189577,0.184154257,13,0,1,0.117382161,14.42099953,3.249000072,0.185000002,43.80545061,-64.91889091,23.696062
"310",677,677,1,100,497,562,-0.54580301,1.467987299,6,0,1,0.003898319,21.4489994,3.167000055,0.203999996,43.86947879,-64.89655183,316.292443
"311",239,239,1,0.166666672,66,259,-2.049405813,1.023350358,20,2,0,0.219645232,13.70199966,1.029999971,0.046999998,44.93910033,-62.0550984,23.5698118617943
"312",522,522,1,0.425000012,61,293,-2.279447317,2.959265947,21,7,0,0.128841043,12.04100037,1.06099999,0.104000002,44.4383423,-64.09596251,23.6047773160863
"313",742,742,1,0.600000024,392,207,-1.791034341,2.775625944,15,3,0,0.192719802,14.96500015,1.662999988,0.169,43.69382619,-65.08470769,23.6305935236585
"314",396,396,1,0.625,545,553,0.205342308,1.627492785,20,1,2,0.123484008,13.54100037,1.837000012,0.112000003,44.70878497,-62.83296334,23.634421984375
"315",474,474,1,0.625,636,583,-1.5,0,7,0,1,0.003992811,13.67300034,0.713,0.034000002,44.6645992,-63.43442415,23.634421984375
"316",477,477,1,0.833333313,460,488,-2.091763258,0.805215538,7,0,1,0.003222619,15.44999981,1.006000042,0.050999999,44.66144507,-63.43528356,23.6676911910784
"317",379,379,1,1,754,716,1,0.009832351,10,0,1,0.002033781,19.69099998,3.654000044,0.151999995,44.71387409,-63.13033563,23.696062
"318",384,384,1,1,753,742,1,0,10,0,1,0.001805557,19.69099998,3.654000044,0.151999995,44.71135343,-63.13032997,23.696062
"319",417,417,1,1,723,637,-0.36371699,0.404771984,9,0,2,0.047366261,16.6989994,6.357999802,0.243000001,44.70278588,-63.17537416,23.696062
"320",445,445,1,1,616,528,1,1.481949449,11,3,2,0.128122255,13.55000019,5.21600008,0.247999996,44.69427592,-63.17711541,23.696062
"321",459,459,1,1,580,381,-0.18392311,1.046522737,10,3,2,0.166704163,12.61499977,3.072000027,0.244000003,44.68577876,-63.17046448,23.696062
"322",553,553,1,1,114,616,-1.150340319,1.972994804,15,2,1,0.00474915,12.70600033,1.162999988,0.138999999,44.39537408,-64.23095845,23.696062
"323",749,749,1,1,656,568,-2.319921017,0.664842665,12,0,1,0.063437141,16.88699913,1.345000029,0.086000003,43.64814794,-65.31313479,23.696062
"324",488,488,1,1.174999952,551,443,-1.330493689,2.426383495,34,17,0,0.042147059,9.413999557,1.162999988,0.035999998,44.57899028,-63.94165593,23.7275307055077
"325",489,489,1,1.174999952,453,443,-3.087869167,1.082484484,21,28,0,0.019284869,9.687000275,0.490999997,0.035999998,44.54762788,-64.19538874,23.7275307055077
"326",526,526,1,1.25,126,519,-0.704133809,2.564535379,15,13,2,0.009434565,10.69400024,0.66900003,0.039999999,44.41144394,-64.25986932,23.7415439375
"327",652,652,1,1.25,375,527,-0.404872626,0.391319633,18,0,1,0.000839357,16.92900085,3.582999945,0.079000004,44.13974292,-64.52493498,23.7415439375
"328",642,642,1,1.590909123,386,502,0.757880092,0.391999811,5,1,1,0.000559096,18.64999962,2.798000097,0.089000002,44.14744747,-64.60653256,23.809222789736
"329",378,378,1,1.666666627,741,734,0.842205584,0.392152369,19,1,1,0.034536827,14.63199997,2.937999964,0.052999999,44.71411271,-62.81438888,23.8251491026877
"330",393,393,1,1.785714269,642,661,0.030347157,0.71872431,19,1,1,0.106758833,13.98499966,2.318000078,0.129999995,44.70939707,-62.82103167,23.8508275626654
"331",723,723,1,1.850000024,62,147,-2.128828526,4.781327724,17,4,0,0.34484762,14.81999969,1.713999987,0.093999997,43.81579554,-64.84567421,23.8650249628437
"332",355,355,1,2.5,675,610,0.415889382,6.229783058,13,4,1,0.002987362,13.92599964,4.481999874,0.540000021,44.72497615,-63.00705176,24.02161675
"333",407,407,1,2.5,563,367,-2.379674196,0.17395395,18,0,1,0.176279634,12.45600033,1.513000011,0.129999995,44.70562959,-62.82987968,24.02161675
"334",442,442,1,2.5,692,738,0.288056135,0.318780541,23,1,1,0.003548005,13.25500011,1.407999992,0.192000002,44.69493513,-62.84272141,24.02161675
"335",469,469,1,2.5,692,629,-1.5,0,6,0,1,0.002948102,15.95699978,2.187999964,0.07,44.66737332,-63.45033991,24.02161675
"336",470,470,1,2.5,706,645,-1.5,0,6,0,1,0.0036224,14.26000023,0.772000015,0.048,44.66740267,-63.44283414,24.02161675
"337",618,618,1,2.5,606,650,1,0,6,1,1,0.001513476,20.16200066,3.34100008,0.050999999,44.1595888,-64.5946059,24.02161675
"338",620,620,1,2.5,705,705,0.576290548,0.728235364,5,1,1,0.017316857,19.84499931,3.04399991,0.050999999,44.15861326,-64.59676819,24.02161675
"339",628,628,1,2.5,565,506,-0.47015059,0.958536088,5,0,1,0.002396611,19.32099915,2.621999979,0.086999997,44.15423394,-64.59446166,24.02161675
"340",648,648,1,2.5,633,611,-0.687741458,1.086312652,17,0,1,0.002884522,16.06699944,3.750999928,0.090000004,44.1463112,-64.52860508,24.02161675
"341",671,671,1,2.5,731,729,0.529655576,0.095745556,4,0,1,0.003179071,22.69300079,3.315999985,0.083999999,43.87462272,-64.9093481,24.02161675
"342",492,492,1,2.724999905,587,590,1,5.55630064,23,19,0,0.054529987,10.64099979,0.600000024,0.055,44.51500874,-64.21101549,24.0813512035534
"343",694,694,1,4,658,549,-3.226780176,0.172963455,11,0,1,0.09715195,15.25699997,3.522000074,0.133000001,43.84780505,-64.87322242,24.473563
"344",498,498,1,4.867965221,85,395,-3.100207567,3.649058104,34,8,0,0.039110556,11.05000019,1.031999946,0.097999997,44.47754938,-63.77102667,24.7928062840492
"345",764,764,1,5,715,640,-1.804280877,0.27528882,13,0,1,0.03390079,16.98200035,1.521000028,0.052000001,43.55317804,-65.38012394,24.845078
"346",718,718,1,6,781,728,0.205932394,0.632966459,14,1,1,0.027743062,17.23699951,5.302999973,0.298000008,43.81845143,-64.93279902,25.272767
"347",412,412,1,6.666666508,503,287,-2.897522926,0.494641572,18,0,1,0.164976746,12.7329998,1.529000044,0.179000005,44.70437252,-62.83209241,25.5891006995194
"348",754,754,1,7,154,562,-3.507691622,0.232827172,13,0,1,0.063833199,15.45699978,1.01699996,0.054000001,43.62000623,-65.33330994,25.75663
"349",297,297,1,8.399999619,666,628,-0.79666239,0.367570728,17,2,1,0.0026686,12.90400028,1.325999975,0.039000001,44.80824166,-62.55649269,26.5284102949838
"350",471,471,1,8.75,687,643,-1.5,0,6,0,1,0.003696459,13.50699997,0.634000003,0.046999998,44.66615261,-63.4401755,26.7385589375
"351",568,568,1,8.75,107,547,0.211020127,0.673245907,17,3,1,0.002230609,13.79899979,2.539000034,0.152999997,44.37509449,-64.21208184,26.7385589375
"352",175,175,1,10,769,758,0.827319145,0.083743915,8,1,1,0.019332921,21.04899979,4.017000198,0.165000007,45.07631213,-61.93011156,27.545263
"353",178,178,1,10,745,720,0.938364327,0.120228723,9,1,1,0.002233138,20.73200035,5.149000168,0.152999997,45.07469953,-61.92613976,27.545263
"354",179,179,1,10,672,681,0.414308101,0.61528939,8,0,1,0.002656275,20.96899986,4.993000031,0.143000007,45.07377539,-61.92838031,27.545263
"355",189,189,1,10,674,609,0.178622082,0.988062561,8,0,1,0.002076491,20.44000053,6.136000156,0.148000002,45.07155363,-61.92664331,27.545263
"356",190,190,1,10,585,477,-1.284316421,1.658403039,7,0,1,0.024973368,20.02300072,6.493999958,0.171000004,45.07152015,-61.9230869,27.545263
"357",354,354,1,10,769,737,0.266157269,0.159084916,7,0,1,0.003098107,19.26600075,6.625,0.328999996,44.72555521,-63.10826329,27.545263
"358",360,360,1,10,717,736,0.555324793,0.071310014,8,1,1,0.00195767,18.88400078,5.03000021,0.224999994,44.72113891,-63.1135583,27.545263
"359",423,423,1,10,774,717,0.246209279,0.583810747,10,1,1,0.025393711,16.01600075,5.875,0.264999986,44.70089129,-63.17801914,27.545263
"360",357,357,1,10.83333302,614,609,0.616007388,3.282284737,14,5,1,0.002551424,14.06900024,4.517000198,0.433999985,44.72340083,-63.00528375,28.1318276332289
"361",643,643,1,11.25,413,509,1,0.220479697,5,1,1,0.000646653,19.27000046,2.854000092,0.028999999,44.14709553,-64.60914877,28.4397389375
"362",687,687,1,12,640,575,-1.083074212,0.738410592,11,0,1,0.045420833,19.65299988,3.253000021,0.107000001,43.85984492,-64.8692443,29.018555
"363",690,690,1,12,714,578,-2.267517567,0.114019476,11,0,1,0.096686825,17.12400055,3.812999964,0.136999995,43.85280875,-64.87555642,29.018555
"364",398,398,1,12.1875,761,703,0.456094772,0.458105206,20,1,1,0.136041984,13.22299957,1.644999981,0.165000007,44.70816119,-62.83738353,29.1681961835937
"365",705,705,1,13,384,279,-3.976621151,0.149448842,13,0,1,0.158617318,14.0010004,3.391000032,0.126000002,43.83898609,-64.8729464,29.839462
"366",345,345,1,13.33333302,660,594,0.733952105,0.561412156,12,4,1,0.003144153,14.42099953,4.400000095,0.400999993,44.72938659,-63.01456631,30.1255805058926
